"county","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec"
"tom green",9.6781,11.59592,15.76306,20.459625,25.259875,28.660825,29.155715,29.438805,25.843395,20.531655,14.256665,9.369905
"travis",11.57643,13.29787,16.898075,21.10997,25.88631,28.909425,29.74058,30.421605,27.476615,22.22614,16.649955,11.5972
"trinity",10.354685,12.00448,15.90379,19.390685,23.980775,27.44467,28.71771,29.109455,26.25715,21.088375,15.56791,10.386625
"tyler",10.763595,12.46635,16.157385,19.641485,24.03672,27.35147,28.51386,28.87053,26.232535,21.208745,15.888005,10.93094
"upshur",8.573365,10.19211,14.562455,18.33603,23.25411,27.142915,29.03949,29.44978,25.80028,20.07214,14.43996,8.641
"upton",9.357585,11.59101,15.596785,20.31604,25.272155,28.81151,29.011585,29.166975,25.585415,20.28574,13.85836,8.934795
"uvalde",13.236275,15.1417,18.69342,22.91208,27.27547,29.682445,29.573665,30.357115,27.461205,22.88869,17.614785,12.893045
"val verde",12.248005,14.4101,18.391095,22.91315,27.478635,30.287065,30.240725,30.790785,27.59041,22.65105,16.62062,11.735945
"van zandt",8.830805,10.506405,14.73941,18.608825,23.74192,27.82766,29.83255,30.3341,26.39228,20.520295,14.740115,8.913785
"victoria",13.917725,15.45159,18.147175,21.78676,25.84235,28.534855,28.955395,29.634415,27.72739,23.335505,18.605145,14.093835
"walker",10.92379,12.568565,16.302635,19.899825,24.474,27.75632,28.990255,29.460495,26.636345,21.51537,16.086025,10.913455
"waller",11.877335,13.416345,16.665265,20.26384,24.856925,28.03383,28.84986,29.425515,26.91726,21.94079,16.734895,11.90259
"ward",10.344515,12.796185,16.910585,21.633655,26.55418,30.32664,30.547595,30.377945,26.803965,21.566325,14.853455,9.976775
"washington",11.600585,13.253605,16.63298,20.276685,25.05824,28.25401,29.22126,29.833895,27.06067,21.910925,16.58589,11.661935
"webb",15.310565,17.355225,20.821395,24.85301,28.771495,30.673265,30.344215,31.114565,28.52016,24.746565,19.70301,15.030815
"wharton",12.908135,14.34738,17.3197,20.9606,25.195015,28.054,28.71484,29.372215,27.32057,22.69993,17.770375,13.125825
"wheeler",4.686645,6.181525,11.33511,16.20419,21.424305,26.495695,28.768555,28.662245,23.597645,17.176945,10.518205,4.375525
"wichita",6.633885,8.410335,13.366165,17.885565,23.621705,28.57253,30.68741,30.912085,25.730575,19.26306,12.637595,6.37527
"wilbarger",6.78193,8.50257,13.429415,18.08277,23.707715,28.750535,30.73409,30.833045,25.878565,19.40894,12.60257,6.39216
"willacy",17.81115,19.1107,21.1842,23.99585,26.92745,28.66683,29.15571,29.60216,28.34988,25.479025,21.601985,18.019725
"williamson",11.034135,12.71698,16.44862,20.720005,25.582845,28.784765,29.848555,30.50764,27.357305,21.938795,16.212965,11.105705
"wilson",13.33992,15.107915,18.27668,22.190205,26.64784,29.32901,29.61957,30.391785,27.865445,23.20087,18.11953,13.275635
"winkler",9.363445,11.750095,15.87567,20.49009,25.412305,29.310665,29.58763,29.46859,25.933365,20.611135,13.85945,8.97827
"wise",7.999385,9.596405,14.304595,18.5274,23.94128,28.547035,30.726025,30.960515,26.168725,20.176795,13.935475,7.98337
"wood",8.39547,9.98752,14.37197,18.108685,23.150745,27.17826,29.191225,29.677755,25.833355,19.932955,14.26225,8.427655
"yoakum",6.810945,8.966275,12.913365,17.51891,22.671725,26.94611,27.63172,27.17212,23.381255,18.02337,11.35033,6.549015
"young",7.883695,9.57054,14.278955,18.76322,24.05231,28.605715,30.491015,30.8036,26.00304,19.905625,13.565295,7.752585
"zapata",16.487785,18.547425,21.972375,25.69242,29.28474,30.91173,30.653905,31.308155,28.92605,25.55577,20.624565,16.314025
"zavala",14.111405,16.063225,19.54293,23.84743,28.26608,30.694225,30.49092,31.38742,28.479905,23.99336,18.60081,13.737855
