"Notes"	"County"	"County Code"	"Month"	"Month Code"	Avg Daily Max Air Temperature (C)	Avg Daily Min Air Temperature (C) 
	"Refugio County, TX"	"48391"	"May"	"5"	30.38826	21.21044
	"Refugio County, TX"	"48391"	"Jun"	"6"	32.47170	24.24174
	"Refugio County, TX"	"48391"	"Jul"	"7"	32.58088	25.09639
	"Refugio County, TX"	"48391"	"Aug"	"8"	33.24306	25.66807
	"Refugio County, TX"	"48391"	"Sep"	"9"	31.57448	24.30731
	"Refugio County, TX"	"48391"	"Oct"	"10"	28.24164	20.22473
	"Refugio County, TX"	"48391"	"Nov"	"11"	24.03764	15.54014
	"Refugio County, TX"	"48391"	"Dec"	"12"	20.03337	11.07786
"Total"	"Refugio County, TX"	"48391"			27.01315	18.46113
	"Roberts County, TX"	"48393"	"Jan"	"1"	9.76926	-1.19821
	"Roberts County, TX"	"48393"	"Feb"	"2"	11.40029	-0.05941
	"Roberts County, TX"	"48393"	"Mar"	"3"	17.10784	4.54304
	"Roberts County, TX"	"48393"	"Apr"	"4"	22.70130	8.80674
	"Roberts County, TX"	"48393"	"May"	"5"	27.77626	14.08082
	"Roberts County, TX"	"48393"	"Jun"	"6"	32.60667	19.68219
	"Roberts County, TX"	"48393"	"Jul"	"7"	34.99675	21.97155
	"Roberts County, TX"	"48393"	"Aug"	"8"	34.41476	21.98700
	"Roberts County, TX"	"48393"	"Sep"	"9"	29.71571	16.74630
	"Roberts County, TX"	"48393"	"Oct"	"10"	22.90806	10.35224
	"Roberts County, TX"	"48393"	"Nov"	"11"	15.86056	3.96744
	"Roberts County, TX"	"48393"	"Dec"	"12"	9.46287	-1.67125
"Total"	"Roberts County, TX"	"48393"			22.44447	9.98274
	"Robertson County, TX"	"48395"	"Jan"	"1"	16.43922	4.96658
	"Robertson County, TX"	"48395"	"Feb"	"2"	18.28291	6.37288
	"Robertson County, TX"	"48395"	"Mar"	"3"	22.18592	9.75998
	"Robertson County, TX"	"48395"	"Apr"	"4"	26.55023	12.96470
	"Robertson County, TX"	"48395"	"May"	"5"	31.37888	18.19641
	"Robertson County, TX"	"48395"	"Jun"	"6"	34.47631	22.17076
	"Robertson County, TX"	"48395"	"Jul"	"7"	35.93964	23.50983
	"Robertson County, TX"	"48395"	"Aug"	"8"	36.35592	24.09302
	"Robertson County, TX"	"48395"	"Sep"	"9"	32.66412	21.22576
	"Robertson County, TX"	"48395"	"Oct"	"10"	27.63380	15.28412
	"Robertson County, TX"	"48395"	"Nov"	"11"	21.83272	9.83172
	"Robertson County, TX"	"48395"	"Dec"	"12"	16.65212	4.61724
"Total"	"Robertson County, TX"	"48395"			26.73827	14.45279
	"Rockwall County, TX"	"48397"	"Jan"	"1"	13.66730	2.64475
	"Rockwall County, TX"	"48397"	"Feb"	"2"	15.60073	4.13576
	"Rockwall County, TX"	"48397"	"Mar"	"3"	20.35653	8.08243
	"Rockwall County, TX"	"48397"	"Apr"	"4"	25.11327	11.62137
	"Rockwall County, TX"	"48397"	"May"	"5"	30.39114	17.42146
	"Rockwall County, TX"	"48397"	"Jun"	"6"	34.45561	22.24922
	"Rockwall County, TX"	"48397"	"Jul"	"7"	36.90140	24.02164
	"Rockwall County, TX"	"48397"	"Aug"	"8"	37.22259	24.57093
	"Rockwall County, TX"	"48397"	"Sep"	"9"	32.51158	20.29846
	"Rockwall County, TX"	"48397"	"Oct"	"10"	26.61019	13.92415
	"Rockwall County, TX"	"48397"	"Nov"	"11"	20.09400	8.34763
	"Rockwall County, TX"	"48397"	"Dec"	"12"	13.83324	2.62268
"Total"	"Rockwall County, TX"	"48397"			25.61035	13.37181
	"Runnels County, TX"	"48399"	"Jan"	"1"	15.34948	2.95357
	"Runnels County, TX"	"48399"	"Feb"	"2"	17.29346	4.62522
	"Runnels County, TX"	"48399"	"Mar"	"3"	22.08901	8.40241
	"Runnels County, TX"	"48399"	"Apr"	"4"	27.36327	12.47734
	"Runnels County, TX"	"48399"	"May"	"5"	32.17114	17.52594
	"Runnels County, TX"	"48399"	"Jun"	"6"	35.04468	21.93181
	"Runnels County, TX"	"48399"	"Jul"	"7"	35.62119	23.13114
	"Runnels County, TX"	"48399"	"Aug"	"8"	35.60015	23.87987
	"Runnels County, TX"	"48399"	"Sep"	"9"	31.79410	19.95722
	"Runnels County, TX"	"48399"	"Oct"	"10"	26.64697	14.00971
	"Runnels County, TX"	"48399"	"Nov"	"11"	20.37239	7.61647
	"Runnels County, TX"	"48399"	"Dec"	"12"	15.30912	2.56546
"Total"	"Runnels County, TX"	"48399"			26.26138	13.29627
	"Rusk County, TX"	"48401"	"Jan"	"1"	14.93561	3.44874
	"Rusk County, TX"	"48401"	"Feb"	"2"	16.76492	4.89711
	"Rusk County, TX"	"48401"	"Mar"	"3"	21.18083	8.75772
	"Rusk County, TX"	"48401"	"Apr"	"4"	25.58059	11.91430
	"Rusk County, TX"	"48401"	"May"	"5"	29.56531	17.49802
	"Rusk County, TX"	"48401"	"Jun"	"6"	32.72033	21.71631
	"Rusk County, TX"	"48401"	"Jul"	"7"	34.60967	23.09311
	"Rusk County, TX"	"48401"	"Aug"	"8"	35.32679	23.11295
	"Rusk County, TX"	"48401"	"Sep"	"9"	31.98882	19.86252
	"Rusk County, TX"	"48401"	"Oct"	"10"	27.03894	13.92903
	"Rusk County, TX"	"48401"	"Nov"	"11"	20.96078	8.76889
	"Rusk County, TX"	"48401"	"Dec"	"12"	15.25148	3.33709
"Total"	"Rusk County, TX"	"48401"			25.53345	13.40038
	"Sabine County, TX"	"48403"	"Jan"	"1"	15.67478	3.92517
	"Sabine County, TX"	"48403"	"Feb"	"2"	17.58049	5.55244
	"Sabine County, TX"	"48403"	"Mar"	"3"	21.77313	9.14735
	"Sabine County, TX"	"48403"	"Apr"	"4"	25.84063	12.07770
	"Sabine County, TX"	"48403"	"May"	"5"	29.58901	17.53959
	"Sabine County, TX"	"48403"	"Jun"	"6"	32.39059	21.83425
	"Sabine County, TX"	"48403"	"Jul"	"7"	33.93744	23.18118
	"Sabine County, TX"	"48403"	"Aug"	"8"	34.44131	23.28129
	"Sabine County, TX"	"48403"	"Sep"	"9"	31.80194	20.21922
	"Sabine County, TX"	"48403"	"Oct"	"10"	27.28784	14.09718
	"Sabine County, TX"	"48403"	"Nov"	"11"	21.45131	9.01009
	"Sabine County, TX"	"48403"	"Dec"	"12"	16.01051	3.93118
"Total"	"Sabine County, TX"	"48403"			25.68414	13.68679
	"San Augustine County, TX"	"48405"	"Jan"	"1"	15.77545	3.99798
	"San Augustine County, TX"	"48405"	"Feb"	"2"	17.65211	5.56779
	"San Augustine County, TX"	"48405"	"Mar"	"3"	21.83165	9.24248
	"San Augustine County, TX"	"48405"	"Apr"	"4"	25.96284	12.17332
	"San Augustine County, TX"	"48405"	"May"	"5"	29.74865	17.64474
	"San Augustine County, TX"	"48405"	"Jun"	"6"	32.57079	21.88237
	"San Augustine County, TX"	"48405"	"Jul"	"7"	34.02299	23.11666
	"San Augustine County, TX"	"48405"	"Aug"	"8"	34.63786	23.27458
	"San Augustine County, TX"	"48405"	"Sep"	"9"	31.89258	20.23338
	"San Augustine County, TX"	"48405"	"Oct"	"10"	27.37153	14.13677
	"San Augustine County, TX"	"48405"	"Nov"	"11"	21.48840	9.06494
	"San Augustine County, TX"	"48405"	"Dec"	"12"	16.10002	4.00545
"Total"	"San Augustine County, TX"	"48405"			25.79071	13.73225
	"San Jacinto County, TX"	"48407"	"Jan"	"1"	16.89669	5.42413
	"San Jacinto County, TX"	"48407"	"Feb"	"2"	18.77170	6.82022
	"San Jacinto County, TX"	"48407"	"Mar"	"3"	22.73014	10.09285
	"San Jacinto County, TX"	"48407"	"Apr"	"4"	26.64983	13.03817
	"San Jacinto County, TX"	"48407"	"May"	"5"	30.31229	18.20342
	"San Jacinto County, TX"	"48407"	"Jun"	"6"	32.93350	22.14990
	"San Jacinto County, TX"	"48407"	"Jul"	"7"	34.08362	23.25503
	"San Jacinto County, TX"	"48407"	"Aug"	"8"	34.63734	23.60229
	"San Jacinto County, TX"	"48407"	"Sep"	"9"	32.00081	20.94246
	"San Jacinto County, TX"	"48407"	"Oct"	"10"	27.74143	15.27034
	"San Jacinto County, TX"	"48407"	"Nov"	"11"	22.13757	10.24636
	"San Jacinto County, TX"	"48407"	"Dec"	"12"	17.11954	5.18381
"Total"	"San Jacinto County, TX"	"48407"			26.36805	14.55384
	"San Patricio County, TX"	"48409"	"Jan"	"1"	20.38838	10.83798
	"San Patricio County, TX"	"48409"	"Feb"	"2"	22.42207	11.95938
	"San Patricio County, TX"	"48409"	"Mar"	"3"	25.33660	14.02411
	"San Patricio County, TX"	"48409"	"Apr"	"4"	29.00539	17.27367
	"San Patricio County, TX"	"48409"	"May"	"5"	32.22046	21.09850
	"San Patricio County, TX"	"48409"	"Jun"	"6"	33.98929	23.96324
	"San Patricio County, TX"	"48409"	"Jul"	"7"	33.80147	24.78199
	"San Patricio County, TX"	"48409"	"Aug"	"8"	34.43874	25.44602
	"San Patricio County, TX"	"48409"	"Sep"	"9"	32.38726	24.20580
	"San Patricio County, TX"	"48409"	"Oct"	"10"	29.24212	20.11005
	"San Patricio County, TX"	"48409"	"Nov"	"11"	24.94021	15.46864
	"San Patricio County, TX"	"48409"	"Dec"	"12"	20.83722	10.95941
"Total"	"San Patricio County, TX"	"48409"			28.27425	18.37111
	"San Saba County, TX"	"48411"	"Jan"	"1"	16.10112	4.24694
	"San Saba County, TX"	"48411"	"Feb"	"2"	17.86964	5.70965
	"San Saba County, TX"	"48411"	"Mar"	"3"	22.19156	9.28617
	"San Saba County, TX"	"48411"	"Apr"	"4"	27.14084	13.24412
	"San Saba County, TX"	"48411"	"May"	"5"	32.14223	18.41747
	"San Saba County, TX"	"48411"	"Jun"	"6"	34.70434	22.17878
	"San Saba County, TX"	"48411"	"Jul"	"7"	35.50159	23.39195
	"San Saba County, TX"	"48411"	"Aug"	"8"	35.71918	24.28629
	"San Saba County, TX"	"48411"	"Sep"	"9"	31.80332	20.70772
	"San Saba County, TX"	"48411"	"Oct"	"10"	26.99910	15.03045
	"San Saba County, TX"	"48411"	"Nov"	"11"	21.17786	8.99308
	"San Saba County, TX"	"48411"	"Dec"	"12"	16.26807	3.79707
"Total"	"San Saba County, TX"	"48411"			26.50793	14.14637
	"Schleicher County, TX"	"48413"	"Jan"	"1"	15.78972	3.92776
	"Schleicher County, TX"	"48413"	"Feb"	"2"	17.84350	5.68075
	"Schleicher County, TX"	"48413"	"Mar"	"3"	22.36659	9.17627
	"Schleicher County, TX"	"48413"	"Apr"	"4"	27.23549	13.32645
	"Schleicher County, TX"	"48413"	"May"	"5"	31.98885	18.12737
	"Schleicher County, TX"	"48413"	"Jun"	"6"	34.46230	21.81257
	"Schleicher County, TX"	"48413"	"Jul"	"7"	34.37333	22.48320
	"Schleicher County, TX"	"48413"	"Aug"	"8"	34.37845	23.12196
	"Schleicher County, TX"	"48413"	"Sep"	"9"	30.95952	19.79400
	"Schleicher County, TX"	"48413"	"Oct"	"10"	26.18403	14.38229
	"Schleicher County, TX"	"48413"	"Nov"	"11"	20.25476	8.19230
	"Schleicher County, TX"	"48413"	"Dec"	"12"	15.61393	3.34128
"Total"	"Schleicher County, TX"	"48413"			25.98986	13.64935
	"Scurry County, TX"	"48415"	"Jan"	"1"	13.78855	2.27520
	"Scurry County, TX"	"48415"	"Feb"	"2"	16.00826	4.03777
	"Scurry County, TX"	"48415"	"Mar"	"3"	20.96045	7.90831
	"Scurry County, TX"	"48415"	"Apr"	"4"	26.27850	12.15459
	"Scurry County, TX"	"48415"	"May"	"5"	31.10208	17.07020
	"Scurry County, TX"	"48415"	"Jun"	"6"	34.53846	21.83238
	"Scurry County, TX"	"48415"	"Jul"	"7"	35.28073	23.07215
	"Scurry County, TX"	"48415"	"Aug"	"8"	35.08671	23.48085
	"Scurry County, TX"	"48415"	"Sep"	"9"	31.34293	19.36519
	"Scurry County, TX"	"48415"	"Oct"	"10"	25.83212	13.42039
	"Scurry County, TX"	"48415"	"Nov"	"11"	19.15657	6.97674
	"Scurry County, TX"	"48415"	"Dec"	"12"	13.67938	1.91234
"Total"	"Scurry County, TX"	"48415"			25.29541	12.83246
	"Shackelford County, TX"	"48417"	"Jan"	"1"	14.18093	2.41210
	"Shackelford County, TX"	"48417"	"Feb"	"2"	16.06837	4.02257
	"Shackelford County, TX"	"48417"	"Mar"	"3"	21.10721	8.20522
	"Shackelford County, TX"	"48417"	"Apr"	"4"	26.21634	12.09158
	"Shackelford County, TX"	"48417"	"May"	"5"	31.20994	17.28633
	"Shackelford County, TX"	"48417"	"Jun"	"6"	34.89355	22.23025
	"Shackelford County, TX"	"48417"	"Jul"	"7"	36.36907	23.84232
	"Shackelford County, TX"	"48417"	"Aug"	"8"	36.25778	24.49447
	"Shackelford County, TX"	"48417"	"Sep"	"9"	31.86400	19.92431
	"Shackelford County, TX"	"48417"	"Oct"	"10"	26.24844	13.84737
	"Shackelford County, TX"	"48417"	"Nov"	"11"	19.77013	7.59815
	"Shackelford County, TX"	"48417"	"Dec"	"12"	14.21276	2.19432
"Total"	"Shackelford County, TX"	"48417"			25.74457	13.22246
	"Shelby County, TX"	"48419"	"Jan"	"1"	15.31888	3.78637
	"Shelby County, TX"	"48419"	"Feb"	"2"	17.16577	5.25264
	"Shelby County, TX"	"48419"	"Mar"	"3"	21.46001	9.00577
	"Shelby County, TX"	"48419"	"Apr"	"4"	25.67523	12.00258
	"Shelby County, TX"	"48419"	"May"	"5"	29.56757	17.64098
	"Shelby County, TX"	"48419"	"Jun"	"6"	32.55141	21.92317
	"Shelby County, TX"	"48419"	"Jul"	"7"	34.24220	23.23611
	"Shelby County, TX"	"48419"	"Aug"	"8"	34.92708	23.27447
	"Shelby County, TX"	"48419"	"Sep"	"9"	31.96519	20.04154
	"Shelby County, TX"	"48419"	"Oct"	"10"	27.26647	14.02333
	"Shelby County, TX"	"48419"	"Nov"	"11"	21.25035	8.92549
	"Shelby County, TX"	"48419"	"Dec"	"12"	15.64383	3.62693
"Total"	"Shelby County, TX"	"48419"			25.62413	13.59998
	"Sherman County, TX"	"48421"	"Jan"	"1"	9.52209	-2.12164
	"Sherman County, TX"	"48421"	"Feb"	"2"	11.13751	-1.12880
	"Sherman County, TX"	"48421"	"Mar"	"3"	16.71518	3.28511
	"Sherman County, TX"	"48421"	"Apr"	"4"	22.20407	7.45906
	"Sherman County, TX"	"48421"	"May"	"5"	27.82089	12.82893
	"Sherman County, TX"	"48421"	"Jun"	"6"	32.79921	18.74073
	"Sherman County, TX"	"48421"	"Jul"	"7"	34.99070	21.18699
	"Sherman County, TX"	"48421"	"Aug"	"8"	34.00709	20.78442
	"Sherman County, TX"	"48421"	"Sep"	"9"	29.48178	15.57002
	"Sherman County, TX"	"48421"	"Oct"	"10"	22.66535	9.02110
	"Sherman County, TX"	"48421"	"Nov"	"11"	15.42753	2.42720
	"Sherman County, TX"	"48421"	"Dec"	"12"	9.30098	-2.61763
"Total"	"Sherman County, TX"	"48421"			22.22437	8.83554
	"Smith County, TX"	"48423"	"Jan"	"1"	14.64312	2.99660
	"Smith County, TX"	"48423"	"Feb"	"2"	16.50787	4.46638
	"Smith County, TX"	"48423"	"Mar"	"3"	21.03892	8.41056
	"Smith County, TX"	"48423"	"Apr"	"4"	25.41201	11.51851
	"Smith County, TX"	"48423"	"May"	"5"	29.58108	17.09959
	"Smith County, TX"	"48423"	"Jun"	"6"	32.97902	21.42465
	"Smith County, TX"	"48423"	"Jul"	"7"	35.11704	22.97072
	"Smith County, TX"	"48423"	"Aug"	"8"	35.92912	23.11272
	"Smith County, TX"	"48423"	"Sep"	"9"	32.20283	19.64231
	"Smith County, TX"	"48423"	"Oct"	"10"	26.90904	13.56072
	"Smith County, TX"	"48423"	"Nov"	"11"	20.81018	8.43337
	"Smith County, TX"	"48423"	"Dec"	"12"	14.89383	2.92094
"Total"	"Smith County, TX"	"48423"			25.54344	13.08630
	"Somervell County, TX"	"48425"	"Jan"	"1"	14.98266	3.87026
	"Somervell County, TX"	"48425"	"Feb"	"2"	16.66760	5.28438
	"Somervell County, TX"	"48425"	"Mar"	"3"	21.25576	9.16231
	"Somervell County, TX"	"48425"	"Apr"	"4"	26.17730	13.10139
	"Somervell County, TX"	"48425"	"May"	"5"	31.21611	18.39522
	"Somervell County, TX"	"48425"	"Jun"	"6"	35.03274	23.02658
	"Somervell County, TX"	"48425"	"Jul"	"7"	36.92307	24.58377
	"Somervell County, TX"	"48425"	"Aug"	"8"	37.01761	25.25646
	"Somervell County, TX"	"48425"	"Sep"	"9"	32.47404	21.16249
	"Somervell County, TX"	"48425"	"Oct"	"10"	27.06981	15.18267
	"Somervell County, TX"	"48425"	"Nov"	"11"	20.66305	9.18877
	"Somervell County, TX"	"48425"	"Dec"	"12"	15.10952	3.60090
"Total"	"Somervell County, TX"	"48425"			26.26110	14.36017
	"Starr County, TX"	"48427"	"Jan"	"1"	22.39461	11.89241
	"Starr County, TX"	"48427"	"Feb"	"2"	24.96931	13.06772
	"Starr County, TX"	"48427"	"Mar"	"3"	28.89616	15.31683
	"Starr County, TX"	"48427"	"Apr"	"4"	32.74558	18.18339
	"Starr County, TX"	"48427"	"May"	"5"	35.94225	21.52495
	"Starr County, TX"	"48427"	"Jun"	"6"	36.88943	23.69330
	"Starr County, TX"	"48427"	"Jul"	"7"	36.21748	24.35315
	"Starr County, TX"	"48427"	"Aug"	"8"	36.46832	25.23611
	"Starr County, TX"	"48427"	"Sep"	"9"	33.34427	24.26284
	"Starr County, TX"	"48427"	"Oct"	"10"	30.98728	20.52431
	"Starr County, TX"	"48427"	"Nov"	"11"	26.61424	15.63252
	"Starr County, TX"	"48427"	"Dec"	"12"	22.57070	11.54713
"Total"	"Starr County, TX"	"48427"			30.69361	18.79380
	"Stephens County, TX"	"48429"	"Jan"	"1"	14.39794	2.24013
	"Stephens County, TX"	"48429"	"Feb"	"2"	16.25365	3.81292
	"Stephens County, TX"	"48429"	"Mar"	"3"	21.27111	8.00628
	"Stephens County, TX"	"48429"	"Apr"	"4"	26.35772	11.87383
	"Stephens County, TX"	"48429"	"May"	"5"	31.38576	17.20333
	"Stephens County, TX"	"48429"	"Jun"	"6"	35.15285	22.16569
	"Stephens County, TX"	"48429"	"Jul"	"7"	36.91264	23.96384
	"Stephens County, TX"	"48429"	"Aug"	"8"	36.84842	24.55233
	"Stephens County, TX"	"48429"	"Sep"	"9"	32.29291	19.86684
	"Stephens County, TX"	"48429"	"Oct"	"10"	26.63508	13.71676
	"Stephens County, TX"	"48429"	"Nov"	"11"	20.14477	7.52945
	"Stephens County, TX"	"48429"	"Dec"	"12"	14.48172	1.98005
"Total"	"Stephens County, TX"	"48429"			26.05696	13.12012
	"Sterling County, TX"	"48431"	"Jan"	"1"	14.84332	2.74130
	"Sterling County, TX"	"48431"	"Feb"	"2"	17.04740	4.66273
	"Sterling County, TX"	"48431"	"Mar"	"3"	21.82286	8.26047
	"Sterling County, TX"	"48431"	"Apr"	"4"	27.07722	12.57514
	"Sterling County, TX"	"48431"	"May"	"5"	31.93959	17.50818
	"Sterling County, TX"	"48431"	"Jun"	"6"	34.80176	21.85173
	"Sterling County, TX"	"48431"	"Jul"	"7"	35.01789	22.72923
	"Sterling County, TX"	"48431"	"Aug"	"8"	34.87795	23.40636
	"Sterling County, TX"	"48431"	"Sep"	"9"	31.34711	19.46530
	"Sterling County, TX"	"48431"	"Oct"	"10"	26.26910	13.70578
	"Sterling County, TX"	"48431"	"Nov"	"11"	19.78853	7.16038
	"Sterling County, TX"	"48431"	"Dec"	"12"	14.73084	2.21365
"Total"	"Sterling County, TX"	"48431"			25.83539	13.06125
	"Stonewall County, TX"	"48433"	"Jan"	"1"	14.03660	1.87083
	"Stonewall County, TX"	"48433"	"Feb"	"2"	16.18314	3.53542
	"Stonewall County, TX"	"48433"	"Mar"	"3"	21.30521	7.77074
	"Stonewall County, TX"	"48433"	"Apr"	"4"	26.70951	11.89087
	"Stonewall County, TX"	"48433"	"May"	"5"	31.62228	17.07275
	"Stonewall County, TX"	"48433"	"Jun"	"6"	35.34495	22.34908
	"Stonewall County, TX"	"48433"	"Jul"	"7"	36.51066	23.97362
	"Stonewall County, TX"	"48433"	"Aug"	"8"	36.43858	24.45899
	"Stonewall County, TX"	"48433"	"Sep"	"9"	32.25408	19.96732
	"Stonewall County, TX"	"48433"	"Oct"	"10"	26.39522	13.63635
	"Stonewall County, TX"	"48433"	"Nov"	"11"	19.62456	6.96503
	"Stonewall County, TX"	"48433"	"Dec"	"12"	13.81779	1.61416
"Total"	"Stonewall County, TX"	"48433"			25.89695	12.96961
	"Sutton County, TX"	"48435"	"Jan"	"1"	16.40550	4.64341
	"Sutton County, TX"	"48435"	"Feb"	"2"	18.60827	6.33124
	"Sutton County, TX"	"48435"	"Mar"	"3"	23.04056	9.79429
	"Sutton County, TX"	"48435"	"Apr"	"4"	27.72681	13.90532
	"Sutton County, TX"	"48435"	"May"	"5"	32.31843	18.67461
	"Sutton County, TX"	"48435"	"Jun"	"6"	34.57493	22.06078
	"Sutton County, TX"	"48435"	"Jul"	"7"	34.34402	22.60117
	"Sutton County, TX"	"48435"	"Aug"	"8"	34.45693	23.26275
	"Sutton County, TX"	"48435"	"Sep"	"9"	31.12080	20.15786
	"Sutton County, TX"	"48435"	"Oct"	"10"	26.43318	14.92386
	"Sutton County, TX"	"48435"	"Nov"	"11"	20.75796	8.82279
	"Sutton County, TX"	"48435"	"Dec"	"12"	16.21676	4.00013
"Total"	"Sutton County, TX"	"48435"			26.36714	14.13276
	"Swisher County, TX"	"48437"	"Jan"	"1"	10.88445	-0.95721
	"Swisher County, TX"	"48437"	"Feb"	"2"	13.06406	0.56191
	"Swisher County, TX"	"48437"	"Mar"	"3"	17.98255	4.62429
	"Swisher County, TX"	"48437"	"Apr"	"4"	23.30141	8.72073
	"Swisher County, TX"	"48437"	"May"	"5"	28.69550	14.07654
	"Swisher County, TX"	"48437"	"Jun"	"6"	32.84078	19.24892
	"Swisher County, TX"	"48437"	"Jul"	"7"	34.14696	20.62217
	"Swisher County, TX"	"48437"	"Aug"	"8"	33.70001	20.47955
	"Swisher County, TX"	"48437"	"Sep"	"9"	29.71983	15.85839
	"Swisher County, TX"	"48437"	"Oct"	"10"	23.65692	10.01467
	"Swisher County, TX"	"48437"	"Nov"	"11"	16.66984	3.43440
	"Swisher County, TX"	"48437"	"Dec"	"12"	10.91846	-1.39592
"Total"	"Swisher County, TX"	"48437"			23.00978	9.65073
	"Tarrant County, TX"	"48439"	"Jan"	"1"	14.20778	3.00020
	"Tarrant County, TX"	"48439"	"Feb"	"2"	15.92806	4.41155
	"Tarrant County, TX"	"48439"	"Mar"	"3"	20.72700	8.39876
	"Tarrant County, TX"	"48439"	"Apr"	"4"	25.48631	12.15354
	"Tarrant County, TX"	"48439"	"May"	"5"	30.64002	17.71950
	"Tarrant County, TX"	"48439"	"Jun"	"6"	34.81365	22.48589
	"Tarrant County, TX"	"48439"	"Jul"	"7"	37.15880	24.24097
	"Tarrant County, TX"	"48439"	"Aug"	"8"	37.28196	24.88812
	"Tarrant County, TX"	"48439"	"Sep"	"9"	32.51957	20.47481
	"Tarrant County, TX"	"48439"	"Oct"	"10"	26.75600	14.30818
	"Tarrant County, TX"	"48439"	"Nov"	"11"	20.24815	8.51687
	"Tarrant County, TX"	"48439"	"Dec"	"12"	14.23880	2.80879
"Total"	"Tarrant County, TX"	"48439"			25.88116	13.66092
	"Taylor County, TX"	"48441"	"Jan"	"1"	14.23895	2.38388
	"Taylor County, TX"	"48441"	"Feb"	"2"	16.18020	4.02392
	"Taylor County, TX"	"48441"	"Mar"	"3"	21.04365	7.95879
	"Taylor County, TX"	"48441"	"Apr"	"4"	26.26557	12.05239
	"Taylor County, TX"	"48441"	"May"	"5"	31.12819	17.10279
	"Taylor County, TX"	"48441"	"Jun"	"6"	34.33124	21.69674
	"Taylor County, TX"	"48441"	"Jul"	"7"	35.32131	23.00416
	"Taylor County, TX"	"48441"	"Aug"	"8"	35.24316	23.77136
	"Taylor County, TX"	"48441"	"Sep"	"9"	31.21306	19.57330
	"Taylor County, TX"	"48441"	"Oct"	"10"	25.78913	13.62041
	"Taylor County, TX"	"48441"	"Nov"	"11"	19.44605	7.29310
	"Taylor County, TX"	"48441"	"Dec"	"12"	14.22299	2.08926
"Total"	"Taylor County, TX"	"48441"			25.41045	12.92208
	"Terrell County, TX"	"48443"	"Jan"	"1"	16.91853	5.86625
	"Terrell County, TX"	"48443"	"Feb"	"2"	19.50550	7.67502
	"Terrell County, TX"	"48443"	"Mar"	"3"	24.10719	10.94857
	"Terrell County, TX"	"48443"	"Apr"	"4"	29.09766	15.28298
	"Terrell County, TX"	"48443"	"May"	"5"	33.61268	20.03757
	"Terrell County, TX"	"48443"	"Jun"	"6"	36.00277	23.48129
	"Terrell County, TX"	"48443"	"Jul"	"7"	35.36223	23.77780
	"Terrell County, TX"	"48443"	"Aug"	"8"	35.32429	24.37035
	"Terrell County, TX"	"48443"	"Sep"	"9"	32.26826	21.24522
	"Terrell County, TX"	"48443"	"Oct"	"10"	27.55248	15.97203
	"Terrell County, TX"	"48443"	"Nov"	"11"	21.57851	9.89238
	"Terrell County, TX"	"48443"	"Dec"	"12"	16.84283	5.22968
"Total"	"Terrell County, TX"	"48443"			27.38014	15.34831
	"Terry County, TX"	"48445"	"Jan"	"1"	12.55535	1.42982
	"Terry County, TX"	"48445"	"Feb"	"2"	15.15669	3.16619
	"Terry County, TX"	"48445"	"Mar"	"3"	19.77488	6.62807
	"Terry County, TX"	"48445"	"Apr"	"4"	25.06168	10.77290
	"Terry County, TX"	"48445"	"May"	"5"	30.29464	15.82042
	"Terry County, TX"	"48445"	"Jun"	"6"	33.98554	20.63965
	"Terry County, TX"	"48445"	"Jul"	"7"	34.33604	21.69669
	"Terry County, TX"	"48445"	"Aug"	"8"	33.91811	21.16225
	"Terry County, TX"	"48445"	"Sep"	"9"	30.40209	17.08123
	"Terry County, TX"	"48445"	"Oct"	"10"	24.88227	11.77380
	"Terry County, TX"	"48445"	"Nov"	"11"	17.82497	5.50238
	"Terry County, TX"	"48445"	"Dec"	"12"	12.47619	0.99213
"Total"	"Terry County, TX"	"48445"			24.26163	11.42708
	"Throckmorton County, TX"	"48447"	"Jan"	"1"	13.79153	1.73358
	"Throckmorton County, TX"	"48447"	"Feb"	"2"	15.70730	3.33555
	"Throckmorton County, TX"	"48447"	"Mar"	"3"	20.88025	7.62919
	"Throckmorton County, TX"	"48447"	"Apr"	"4"	26.07903	11.56134
	"Throckmorton County, TX"	"48447"	"May"	"5"	31.23847	17.02615
	"Throckmorton County, TX"	"48447"	"Jun"	"6"	35.17854	22.26895
	"Throckmorton County, TX"	"48447"	"Jul"	"7"	36.83547	24.04223
	"Throckmorton County, TX"	"48447"	"Aug"	"8"	36.79494	24.65935
	"Throckmorton County, TX"	"48447"	"Sep"	"9"	32.15737	19.90340
	"Throckmorton County, TX"	"48447"	"Oct"	"10"	26.27137	13.50007
	"Throckmorton County, TX"	"48447"	"Nov"	"11"	19.60520	7.09222
	"Throckmorton County, TX"	"48447"	"Dec"	"12"	13.72821	1.43702
"Total"	"Throckmorton County, TX"	"48447"			25.73540	12.89430
	"Titus County, TX"	"48449"	"Jan"	"1"	13.69410	2.18719
	"Titus County, TX"	"48449"	"Feb"	"2"	15.48953	3.63473
	"Titus County, TX"	"48449"	"Mar"	"3"	20.19508	7.66409
	"Titus County, TX"	"48449"	"Apr"	"4"	24.45094	10.86308
	"Titus County, TX"	"48449"	"May"	"5"	29.16126	16.74648
	"Titus County, TX"	"48449"	"Jun"	"6"	32.97021	21.20145
	"Titus County, TX"	"48449"	"Jul"	"7"	35.49972	23.04796
